"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"ARTIST LOFT IN CONVERTED FACTORY - NEAR 2 METROS","Luke & Madia","Bushwick",1,269.1859175,396,3.08,"Neutral"
"Bright Modern Apt near Major Trains! A, C, J, Z, L","Yngrid And Jiovanni","East New York",1,191.382375,605,4.8,"Good"
"Spacious, clean room in midtown west.","Mordy","Hell's Kitchen",16,258.5532448,335,2.74,"Neutral"
"Fully equipped 2 bedroom/Heart of Bushwick.","Rylan","Bushwick",1,198.3009136,427,4.72,"Good"
"Stylish Large Gramercy Loft!","R","Flatiron District",1,289.239109,338,4.45,"Neutral"
"Brand New Williamsburg Room!","Georgie","Greenpoint",1,101.8037424,194,3.19,"Neutral"
"Sal's bnb","Lascell","Bedford-Stuyvesant",16,250.7708757,230,2.05,"Bad"
"Prime Beautiful Brooklyn Brownstone","Victoria","Carroll Gardens",1,201.0204343,481,2.58,"Neutral"
"2 Rooms Available. Heart of Brooklyn.Jacuzzi Bath!","Jami","Bedford-Stuyvesant",1,91.3457044,318,4.56,"Good"
"Shared apt by Central Park Near Times Square 2","Kuzey","Hell's Kitchen",16,199.6932971,356,3.56,"Neutral"
"Prospect Park Apt","Ryan","Crown Heights",1,196.9149053,301,3.33,"Neutral"
"Greenpoint room","Carlos","Greenpoint",1,103.5563758,434,2.17,"Neutral"
"Sleek Studio in FiDi by Sonder","Sonder","Financial District",1,281.5666952,259,3.88,"Neutral"
"Stylish and cosy, newly renovated apartment.","Ekin","Bedford-Stuyvesant",1,200.2253549,378,3.67,"Neutral"
"Haha","Peiyu","Murray Hill",16,266.0207773,441,3.83,"Neutral"
"Luxury 1-Bdrm in Downtown Brooklyn","Ashley","Fort Greene",1,204.597247,240,3.9,"Neutral"
"Sunny & cozzy room in beautiful apartment","Michèle","Crown Heights",1,90.29700819,436,3.48,"Good"
"Brooklyn Basement Bungalow BBnB","Sainabou","Bedford-Stuyvesant",1,89.44005729,267,2.36,"Neutral"
"Large studio w/ doorman and elevator","Valissa","East Village",1,286.0038149,230,2.03,"Bad"
"Private Room - Condo @ FiDi","Andres","Financial District",1,280.6856499,364,3.18,"Neutral"
"Manhattan Club Suite","Hosteeva","Midtown",16,532.110505,392,3.59,"Bad"
"Modern 1 Bedroom 4FL w/Marble Bthr","Tny","Midtown",16,530.9457505,659,2.26,"Bad"
"Stylish Private BR in Fort Greene Cumberland","Zach","Fort Greene",1,98.90153239,394,2.14,"Neutral"
"LES Bachelor/ette Pad","Cara","Lower East Side",16,534.7101021,384,3.09,"Bad"
"Comfortable one bedroom in heart of Midtown","Matthew","Hell's Kitchen",16,534.4494411,380,2.22,"Bad"
"Charming Brooklyn Getaway","Azza","Bedford-Stuyvesant",1,95.21267355,391,3.08,"Good"
"420 friendly Beautiful rm with plenty of sunlight","Sunny","Bedford-Stuyvesant",1,89.69967631,283,2.92,"Neutral"
"Lower East Side with a View","Nachi","East Village",1,286.0038149,240,2.57,"Bad"
"Spotless Private Room near Airport and Subway!","Lucy & Rodo","Corona",5,262.2486494,348,4.03,"Neutral"
"REAL 2BR-HEART OF SOHO-LITTLE ITALY","Roberto  Mike","Little Italy",16,535.3332549,465,4.69,"Neutral"
"Modern Home with Exposed Brick on a Quiet Street","David","Bushwick",1,92.52573972,463,3.25,"Good"
"Sunny plant-filled apartment with 2 balconies","Ora & Scout","Crown Heights",1,196.9379666,233,4.4,"Neutral"
"Private Cozy, Comfy & Bright Room!","Vivian","East Harlem",16,248.2074066,370,3.47,"Neutral"
"Spacious 2BR near Botanic Garden","Niki & Colin","Crown Heights",16,515.6210752,409,2.65,"Bad"
"Spacious Chelsea Private Bedroom","Drew","Chelsea",16,266.1053281,359,2.35,"Neutral"
"Bright Bushwick room with view of park","Wesley","Bushwick",1,89.84054694,333,4.56,"Good"
"Charming Full 1BR Apt w/Backyard","Joan","Flatbush",1,127.3251456,362,2.85,"Neutral"
"Clean and cozy private bedroom in Central Harlem.","Mariaelena","Harlem",1,128.8890255,389,2.98,"Neutral"
"Spacious 2 BR in Midtown","Corporate Housing","Hell's Kitchen",16,533.939211,282,2.84,"Bad"
"Cute/Private 1 Bedroom Apt in Queens","Charis","Maspeth",5,164.2919518,484,2.61,"Neutral"
"Wyndham Midtown 45","Maria","Midtown",1,147.1164282,234,3.2,"Neutral"
"Cabins at Chelsea (NYC)","Maria","Chelsea",16,265.6045269,326,3.15,"Neutral"
"Clean Private Bedroom in Bushwick","Louise","Bushwick",1,92.6499695,329,3.73,"Good"
"Private Room Very Near L train, Bushwick","Chavisa","Bushwick",16,518.3721173,168,2.3,"Bad"
"Family Studio near Empire State #56","Alberto","Midtown",1,289.4535862,319,3.12,"Neutral"
"Good Day New York - Comfy Queen","Erin","Chelsea",16,265.6045269,352,2.23,"Neutral"
"Your private bedroom in the Upper East Side!","Sullivan","East Harlem",1,134.8402062,377,3.86,"Good"
"Cozy room with stunning view","June","Financial District",16,261.3928885,277,4.88,"Neutral"
"Brooklyn (G)reenery","Warren","Bedford-Stuyvesant",1,94.45986881,610,2.41,"Good"
"Private room in spacious East Village oasis","Rachel","East Village",1,148.1049432,349,3.61,"Neutral"
"Huge 1br Loft in Brooklyn","Vida","Greenpoint",1,275.7408758,399,2.51,"Neutral"
"Private room for rent","Elireth","Elmhurst",5,264.2691691,376,3.82,"Neutral"
"!!! Beautiful private room with backyard.","Valentin","East Flatbush",1,87.15653518,438,3.16,"Good"
"ॐ Private Room in Yoga Retreat Center - Brooklyn ॐ","Lisa& Jonathan","Gowanus",1,92.67086196,305,3.55,"Good"
"Free Cleaning & WiFi, Quick Walk to Metro-Modern!","Charlotte & Brad","Bedford-Stuyvesant",1,93.5533047,468,1.65,"Neutral"
"2 Twin Beds Room","Shasha","Borough Park",1,87.29457193,433,2.48,"Good"
"AMAZING 1 BR APT LES/Chinatown NYC","Aleksey","Lower East Side",1,285.7354594,290,2.8,"Bad"
"Double room in spacious Morningside apartment","Lucy","Morningside Heights",16,247.7739501,394,2.95,"Neutral"
"Classic Harlem Garden Apartment","Jed","East Harlem",16,514.103218,653,3.7,"Neutral"
"Cozy 2 Bedroom 20 Min from City","Antonio","Bedford-Stuyvesant",16,251.3849138,394,3.75,"Neutral"
"GREAT BIG ROOM IN APT. W/ BALCONY","Alexandra","East Village",16,265.8529864,170,4.05,"Bad"
"Modern 1-bedroom in Harlem Heights","Martin","Harlem",1,263.0895245,187,3.42,"Bad"
"Bushwick Awesome Apartment","Anthony","Bushwick",1,194.6496339,271,3.07,"Neutral"
"Great studio apt in Brooklyn! 15 min to Manhattan","Emelie","Bedford-Stuyvesant",1,197.4115142,241,2.05,"Bad"
"Brooklyn Luxury","Danielle","Bedford-Stuyvesant",1,197.7073897,224,4.78,"Neutral"
"Stay with a Jazz Singer in Harlem!","Amanda","Harlem",1,132.1140457,394,3.95,"Good"
"Garden Bedroom w/Private Bath in Crown Heights 2MB","Yan","Crown Heights",1,88.96271086,234,3.4,"Neutral"
"Ditmas Park Beauty","Anna","Flatbush",1,191.7804595,353,1.75,"Bad"
"Cute bedroom available near subway in Astoria!","Kerstin","Astoria",5,85.7484695,537,3.15,"Bad"
"Bright Spacious Full Floor Fort Greene Apartment","Blacky","Fort Greene",1,138.5916311,446,2.34,"Neutral"
"Spacious room in Prospect Park","Nacho","Flatbush",1,88.93790964,176,3.79,"Neutral"
"Suite Monroe","Monique And Colin","Bedford-Stuyvesant",1,198.2478634,389,3.62,"Neutral"
"Large Scandinavian inspired room, Great light","Kevin","Bedford-Stuyvesant",1,93.95819926,354,2.81,"Good"
"Brand New Executive Studio","Corporate Housing","Murray Hill",1,288.7127932,186,3.85,"Bad"
"Spacious, modern and sunny 1-BD in Forest Hills","Bianca","Forest Hills",5,157.8965595,439,3.9,"Neutral"
"Sunny Bedroom in Harlem","Noel","Harlem",16,245.5609297,414,3.87,"Neutral"
"Magic Brooklyn townhouse room fit for a wizard","Chloe","Cypress Hills",1,87.82256247,174,3.2,"Neutral"
"NYC Studio Apartment","Adam","Murray Hill",16,537.8482968,413,3,"Bad"
"Carroll Gardens Studio","Stephanie","Carroll Gardens",1,200.1934339,210,3.76,"Neutral"
"Bedroom + Private Bath Near Central Park & Subways","Nicolle","Harlem",1,131.9649578,366,4.25,"Bad"
"Freshly furnished private room - GREAT Location!","Zach","Fort Greene",1,98.6239925,319,1.71,"Neutral"
"Bright, Spacious, Brooklyn Bungalow","Emily","Gowanus",1,92.86135524,289,2.25,"Good"
"Spacious Room w/ Queen Bed","Craig","Crown Heights",1,92.08613361,183,2.73,"Good"
"The little big room","Kori","Crown Heights",1,267.8726494,325,2.94,"Neutral"
"Beautiful Quiet Chelsea Apartment","Cihan","Chelsea",16,535.978218,648,2.05,"Bad"
" Family Friendly Brooklyn House","Jeffrey","Gowanus",1,197.7827976,245,1.62,"Bad"
"Brooklyn classy suite (7day minimum)","Eddie","Bedford-Stuyvesant",1,199.9102785,653,3.96,"Good"
"Overlooking Tompkins Sq Park in the East Village","David","East Village",16,535.7916509,448,3.09,"Bad"
"Charming bedroom with private bathroom","Maria","Bushwick",1,92.10559183,532,4.87,"Good"
"Dream home + Best Location. Brooklyn Heights.","Vasilisa","Brooklyn Heights",1,204.0124762,485,4.94,"Bad"
"Big, Sunny Room with Rooftop View-Midtown West","Bini","Hell's Kitchen",1,278.5933165,207,3.11,"Bad"
"NEWLY RENOVATED Studio #8","Karen","Lower East Side",16,535.8847018,244,3.72,"Bad"
"Private bedroom in Murray Hill / Kips Bay","Ariel","Murray Hill",16,266.1903205,297,2.26,"Bad"
"Cute room with private rooftop near Central Park","Mansi","East Harlem",1,133.3329138,865,3.21,"Good"
"Private studio in best location.","Georgina","Long Island City",5,137.4036851,384,2.9,"Neutral"
"Orange Rm, 4bd rm Home Medical & Professional ONLY","Myra","Kensington",1,87.63099807,389,1.91,"Neutral"
"Beautiful and Convenient Location in Lower NYC","Nini","Financial District",1,283.5640518,161,4.22,"Bad"
"Luxury Studio - 1 Stop from NYC/Amazing Views","Ricardo","Long Island City",5,141.8267226,227,4.05,"Neutral"
"Morden  spacious Private room  near subway M/J/L/G","Sergii","Bushwick",1,94.40840815,342,3.09,"Good"
"Star Labs","Xris","Crown Heights",1,90.98445559,494,2.12,"Good"
"佳源家庭旅馆套房","Ada","Flushing",5,78.72624382,920,3.71,"Good"
"Nolita/SoHo! Location Share! Views! Elevator!","Claudia","Lower East Side",16,264.4938389,468,4.6,"Neutral"
"NYC  Upscale Midtown East 3BR Apt","Kara","Midtown",18,534.7978306,638,4,"Neutral"
"Room 2 ( 10 by 10)","Mohammed","East Flatbush",1,88.41620928,267,3.48,"Good"
"All in one place (A)","Silvia","East New York",16,244.4417465,597,3.47,"Bad"
"East Village 1BR Apt with all the amenities","Cody","East Village",16,534.7101021,843,4.15,"Neutral"
"Comfy in Queens","Laura","Astoria",5,85.13143947,308,2.26,"Neutral"
"Modern East Village Tenement (1 bedroom)","Amanda","East Village",16,535.1530347,372,3.91,"Bad"
"Kew gardens","Darshan","Forest Hills",5,78.83959635,181,2.56,"Neutral"
"Comfy East Village Studio","Umar","East Village",16,534.7101021,162,4.25,"Bad"
"Oasis in old WorldBrooklyn","Lloyd","Bedford-Stuyvesant",1,195.8100622,204,2.88,"Bad"
"Spacious Room in Sunny Brownstone (Ft. Greene)","Chandra","Clinton Hill",1,95.12901077,453,2.12,"Good"
"Spacious, Sunny Room in BKLYN, NYC.","Andrei","Midwood",1,85.2536001,604,3.86,"Good"
"gorgeous apartment in financial district","Yuki","Financial District",16,531.1579566,163,4.03,"Bad"
"Charm w/amazing city view by PS1","Harry","Long Island City",5,177.231659,397,3,"Neutral"
"Classic Brownstone 1 Bed. Apt.","Polly","Bedford-Stuyvesant",1,197.4115142,219,2.34,"Bad"
"Interfaith Retreat Guest Rooms (Faith)","Alex And Zeena","Chelsea",1,148.422192,292,2.31,"Neutral"
"Cozy 1BR in the heart of Harlem","Mariela","Harlem",1,264.880402,405,3.12,"Neutral"
"Private bedroom with lovely, spacious shared area","Evan","Kensington",1,88.19326989,373,4.15,"Good"
"Homey townhouse apartment","Mia","East Harlem",16,247.9045651,286,1.64,"Bad"
"Bedroom + Private Bath + Backyard in Bedstuy","Kristin Page","Bedford-Stuyvesant",1,89.6303508,178,3.83,"Neutral"
"Brooklyn Heights One Bedroom Loft","Sherief","Brooklyn Heights",1,208.2676645,268,2.04,"Bad"
"Cozy Private Room with Rooftop Space on Top Floor","Vanessa","Elmhurst",5,81.86346562,180,3.5,"Neutral"
"Large Uptown Manhattan Studio","Brett","Inwood",16,508.0141367,245,2.33,"Neutral"
"Brooklyn Beauty!!","Erica","East New York",1,190.2892672,616,4.03,"Good"
"Beautiful Private Bedroom - Downstairs","Tw","Harlem",16,247.6615969,284,1.68,"Bad"
"Large private bedroom in Manhattan","Jonathan","Hell's Kitchen",16,530.1237877,558,2.64,"Bad"
"Large 1 bedroom","William","Kips Bay",16,538.1607577,312,2.47,"Bad"
"2Bedroom apt.+WF(1-5 guests) Private Bath/Kitchen","Claire","Lower East Side",16,535.0635839,187,4.86,"Bad"
"3BR Times Square Loft ! Heart of City!","Sheryl","Hell's Kitchen",16,536.1666603,201,2.04,"Bad"
"Semi-Private Room Next to TimeSqare","Matt","Hell's Kitchen",1,110.1187324,357,2.56,"Neutral"
"Designer's Two Floors New Deluxe Apartment in NYC","Dan & Melisa","Bay Ridge",1,191.7204019,479,2.56,"Neutral"
"HEART of NEW YORK // ﾆｭｰﾖｰｸの中心","Marcello","Hell's Kitchen",16,534.885985,353,3.87,"Bad"
"Nice Manhattan room close to Apollo & transpo!","Kazuya","Harlem",16,246.5066127,361,2.59,"Good"
"CHIC EAST VILLAGE LOFT STEPS TO UNION SQUARE","Lina","East Village",1,287.6022804,745,3.93,"Good"
"Sunny Private Bedroom/Bath in Beautiful Brooklyn","Tessa","Bedford-Stuyvesant",1,93.62338637,294,3.55,"Good"
"Entire Apartment - charming 1BR-20min to Downtown","Pervaiz","Bedford-Stuyvesant",1,131.2946247,316,2.33,"Neutral"
"Charming Brooklyn One Bedroom","Kim  And  Jordan","Cobble Hill",16,254.4213583,213,2.3,"Bad"
"Room in spacious apt near the park","Sidra","Flatbush",1,88.56573576,358,1.66,"Neutral"
"Sanjay's Art Lab - Prime LES - Quintessential NYC","Sanjay","Lower East Side",1,284.9533947,333,2.33,"Bad"
"Are You Ready for Central Park State of Mind?","Park Lane","Midtown",1,281.8478047,310,2.5,"Bad"
"Bushwick Brooklyn Private Apartment 15min. To NYC!","Kamaran","Bedford-Stuyvesant",1,194.1336564,377,3.34,"Neutral"
"Come see Brooklyn, New York","Howard T.","Clinton Hill",1,96.53214998,382,2.56,"Good"
"Brickwall 3BR 5bed 10pl - Prime location Times Sq.","Dae","Hell's Kitchen",1,283.4856844,305,3.45,"Neutral"
"DOWNTOWN BROOKLYN beautiful apt","Peter","Fort Greene",1,204.1007406,528,3.58,"Neutral"
"Huge room, Social Home!","Kelly","Kensington",1,88.42757961,852,2.7,"Good"
"BRAND NEW HUGE 1 BED@TIMES SQ!!!!!!","Lior","Hell's Kitchen",1,284.9533947,199,2.78,"Bad"
"Cozy room close to subway","Jeerathinan","Elmhurst",5,81.90444335,376,2.65,"Neutral"
"Modern Apartment Bayridge/Brooklyn- Sleeps 6","Ebada","Fort Hamilton",1,189.6997964,370,2.04,"Neutral"
"Cozy Private Room in LIC","Sol","Long Island City",5,204.7825712,535,3.7,"Neutral"
"Midtown East Sunny Studio Apartment","Glenn Thomas","Kips Bay",16,538.3718351,679,4.26,"Neutral"
"1BR Doorman Bldg Boerum Hill BK","Brian","Downtown Brooklyn",16,523.4366207,257,3.05,"Bad"
"Family studio beside Empire State #68","Alberto","Midtown",16,538.9094849,353,4.11,"Bad"
"GORGEOUS BEDROOM IN VICTORIAN HOME W/PRIVATE BATH","Kamilya","Flatbush",1,261.9402098,202,2.35,"Bad"
"Brick House: Unique Garden Apartment! King Bed!","Aswad","Bedford-Stuyvesant",1,193.9362856,206,3.09,"Bad"
"Cozy Red BUSHWICK  Apt 25 min to city SLEEPS 6 !!","Alejandro","Bushwick",1,196.9379666,393,2.97,"Good"
"Perfect Apt In The Heart of Bushwick","John","Bushwick",1,197.7827976,357,3.96,"Neutral"
"One bedroom apartment in the heart of astoria","Francesca","Astoria",5,167.5423758,523,2.03,"Neutral"
"Cozy Room in BedStuy, Brooklyn","Julie","Bedford-Stuyvesant",16,247.9874249,306,3.5,"Bad"
"Sonder | 11th Ave | Airy 1BR + Gym","Sonder (NYC)","Hell's Kitchen",1,282.6466814,467,2.31,"Neutral"
"Charming Room Near Central Park","Ellen","East Harlem",16,248.2418464,361,3.27,"Neutral"
"Designers Dream Bed Stuy Studio","Brittney","Bedford-Stuyvesant",1,198.0384514,249,3.48,"Neutral"
"Modern Brooklyn Brownstone Garden Apartment","Steve","Bedford-Stuyvesant",1,199.3949605,353,2.88,"Neutral"
"Brand New Beautiful Home (25 min to Manhattan)","Mohammed","Maspeth",5,165.1665145,389,4.73,"Neutral"
"Private One Bedroom/5 min. walk to train","Monica","Ditmars Steinway",20,249.4971224,394,3.03,"Bad"
"Next to train-Spacious-Sleeps 2-Flex Chk In Times","475","Harlem",16,245.2028254,163,2.37,"Bad"
"Clean & Quiet room in Bushwick","Cody","Bushwick",1,265.7954004,278,3.87,"Neutral"
"Renovated brownstone apt w/ private outdoor patio","Eric","Bedford-Stuyvesant",1,199.6343629,381,2.73,"Neutral"
"Room for rent shared bathroom","Eudelia","Bedford-Stuyvesant",16,247.6139872,403,3.26,"Neutral"
"Private Room (rm3), 5 mins from Columbia","Eugene","Morningside Heights",16,247.09604,242,2.01,"Bad"
"LUXURY 2 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE","Pranjal","Midtown",1,282.3516918,498,2.94,"Neutral"
"Large Room in Garden Apartment","Mauro","Bedford-Stuyvesant",1,92.99086387,510,2.76,"Good"
"Private Bedroom in a Prewar Gramercy Building!","Manuel Alex","Gramercy",1,149.4136981,167,2.52,"Bad"
"Room for Xmas and New Years in NYC","Willem","East Harlem",1,132.2469194,431,4.21,"Good"
"Large studio apt in Grammercy","Shivani","Kips Bay",1,289.132726,339,3.33,"Neutral"
"Stylish apartment in a Brooklyn brownstone","Patrick","Bedford-Stuyvesant",1,197.1717658,160,3.35,"Neutral"
"Panoramic City Views in Lux bldg","Loydeen","East Harlem",1,266.1119999,251,3.28,"Neutral"
"CrashPadsUSA for Airline Crew. Nightly HOTBEDS","A.B.","Kew Gardens",5,77.64089168,438,3.5,"Good"
"Cozy room available in Brooklyn for July","Begum","Bedford-Stuyvesant",1,93.18901726,338,4.35,"Good"
"Big Bedroom in Huge Loft. W.37thNYC","Peter","Hell's Kitchen",16,264.6477722,273,3.19,"Neutral"
"Comfy 1 bedroom in the heart of HARLEM","Jamesetta","Harlem",16,248.1902471,227,2.27,"Bad"
"Your Finest room in Gramercy","Maja","Kips Bay",1,149.9331211,619,2.04,"Neutral"
"Bright & spacious east village apartment","Doug","East Village",16,535.8847018,262,3.83,"Bad"
"Interfaith Retreats (Mother Theresa)","Alex And Zeena","Chelsea",1,148.5832382,596,2.29,"Good"
"Luxury  River Vue w/ Private Outdoor Terrace","Stephan And Leo","Hell's Kitchen",16,531.2293097,313,2.69,"Bad"
"Room in Cozy Apartment","Jay R.","East Harlem",16,247.2443729,201,2.91,"Bad"
"Large furnished 2 bedrooms- - 30 days Minimum","Sally","East Village",1,287.407048,170,2.59,"Bad"
"2BD/2BA Manhattan Apt","Bryce","Financial District",17,532.1860832,192,2.92,"Good"
"LES 1 Bedroom. Cozy, Sunny, Modular","Laura","Lower East Side",16,533.524947,187,2.69,"Bad"
"Beautiful Quiet Bedroom near City College","Erika","Harlem",16,246.015857,440,2.91,"Neutral"
"Enjoy the view of Empire State Building!","Nyma","Midtown",1,150.4693448,214,3.95,"Neutral"
"Charming 1 bedroom APT in the heart of Astoria","Abhi","Astoria",5,169.3720011,195,2.63,"Bad"
"The Perfume Lab Inspiration Duplex of Brooklyn","Victorine","Bushwick",1,197.1010116,468,3.06,"Neutral"
"Heart of NYC! - Large, Spacious, Bright 1 Bedroom!","Andreas","Midtown",16,531.5178656,286,2.19,"Good"
"big loft apartement in the Lower East Side","Alessandra","Lower East Side",1,284.285838,446,4.02,"Neutral"
"Studio unit at Wyndham Midtown 45 NYC","Gary","Midtown",16,264.4174423,437,2.46,"Neutral"
"TIMES SQUARE MASTER BEDROOM!","J","Hell's Kitchen",16,534.1076717,482,3.37,"Neutral"
"Cozy private room in EastBushwick near  subway","Alexander","Bushwick",1,89.64415758,565,2.17,"Good"
"Sun-Filled Apartment with Excellent Location","Danielle","Fort Greene",1,200.8163003,245,3.65,"Bad"
"NYUW 05-0 Upper West: NYC, Soho Luxury","Laura","Morningside Heights",1,267.4209272,310,3.31,"Neutral"
"Calm & Quiet in Clinton Hill","Margo","Clinton Hill",1,133.8531251,242,3.63,"Neutral"
"Sunny room in Sunset Park, Brooklyn","Ying Hua","Borough Park",1,88.83968409,239,3.53,"Neutral"
"Cool centrally located LES apt.","Bobby","Lower East Side",16,534.6227964,475,3.6,"Neutral"
"Cozy, neat, spacious 2 BR apartment in East Harlem","Gonda","East Harlem",16,515.4465438,346,2.06,"Bad"
"Chic Luxe 1BR 1.5BA 900sf -Midtown ","Alana","Midtown",16,532.8031608,292,3.57,"Bad"
"Cute Studio in Central of Midtown","Studioplus","Midtown",1,289.6703759,337,3.65,"Good"
"Brooklyn's Gorgeous Garden Apt. 25' to Downtown.","Tika","Bedford-Stuyvesant",1,195.5491291,481,2.97,"Neutral"
"Spacious, sunny room in hip neighbourhood!","Gjermund","Bedford-Stuyvesant",1,94.88245164,809,1.75,"Good"
"Loft Studio Midtown Lux Doorman","Patrick","Midtown",1,289.132726,248,2.06,"Bad"
"Amazing flex room in financial district with view","Dariné","Financial District",16,259.5949115,448,2.46,"Neutral"
"Beautiful and Clean Private Bedroom with Bathroom","Emily","College Point",20,509.467229,246,2.58,"Bad"
